USERID,total_actions,avg_gap,duration,unique_targets,cluster,learner_type
1700,37,65300.88888888889,2350832.0,20,1,Average
1701,20,86460.05263157895,1642741.0,13,1,Average
1702,19,86513.66666666667,1557246.0,10,1,Average
1703,103,21361.87254901961,2178911.0,57,2,Inactive
1704,12,373.54545454545456,4109.0,5,0,Active
1705,8,430.14285714285717,3011.0,6,0,Active
1706,72,31668.154929577464,2248439.0,37,2,Inactive
1707,18,9342.058823529413,158815.0,14,0,Active
1708,59,34322.15517241379,1990685.0,30,1,Average
1709,44,44339.04651162791,1906579.0,18,1,Average
1710,88,27057.3908045977,2353993.0,45,2,Inactive
1711,136,13557.007407407407,1830196.0,50,2,Inactive
1712,112,20101.963963963964,2231318.0,50,2,Inactive
1713,6,148.8,744.0,5,0,Active
1714,98,24154.659793814433,2343002.0,40,2,Inactive
1715,61,33515.63333333333,2010938.0,32,1,Average
1716,144,12447.594405594406,1780006.0,31,2,Inactive
1717,105,21578.903846153848,2244206.0,41,2,Inactive
1718,8,108.0,756.0,4,0,Active
1719,125,18913.532258064515,2345278.0,31,2,Inactive
1720,6,45.8,229.0,6,0,Active
1721,103,20214.21568627451,2061850.0,47,2,Inactive
1722,182,13037.403314917126,2359770.0,89,2,Inactive
1723,62,11180.213114754099,681993.0,30,0,Active
1724,33,5588.9375,178846.0,13,0,Active
1725,20,73321.78947368421,1393114.0,12,1,Average
1726,25,86044.33333333333,2065064.0,15,1,Average
1727,260,8048.575289575289,2084581.0,76,2,Inactive
1728,88,14049.666666666666,1222321.0,30,2,Inactive
1729,10,1483.7777777777778,13354.0,7,0,Active
1730,54,9970.584905660377,528441.0,18,0,Active
1731,8,111.42857142857143,780.0,5,0,Active
1732,201,11754.185,2350837.0,64,2,Inactive
1733,71,30505.485714285714,2135384.0,29,1,Average
1734,27,29475.923076923078,766374.0,18,0,Active
1735,150,15642.697986577181,2330762.0,73,2,Inactive
1736,45,53432.295454545456,2351021.0,25,1,Average
1737,115,18106.526315789473,2064144.0,53,2,Inactive
1738,38,61367.24324324324,2270588.0,22,1,Average
1739,46,330.3333333333333,14865.0,15,0,Active
1740,49,39954.041666666664,1917794.0,24,1,Average
1741,190,9673.613756613757,1828313.0,66,2,Inactive
1742,59,37538.620689655174,2177240.0,42,1,Average
1743,165,14222.128048780487,2332429.0,88,2,Inactive
1744,46,48343.666666666664,2175465.0,26,1,Average
1745,7,57312.0,343872.0,2,0,Active
1746,131,15889.392307692307,2065621.0,63,2,Inactive
1747,123,17653.66393442623,2153747.0,51,2,Inactive
1748,138,16347.751824817518,2239642.0,45,2,Inactive
1749,24,55148.217391304344,1268409.0,14,1,Average
1750,10,85491.44444444444,769423.0,5,1,Average
1751,169,11685.988095238095,1963246.0,73,2,Inactive
1752,18,89183.70588235294,1516123.0,12,1,Average
1753,8,8783.857142857143,61487.0,3,0,Active
1754,64,11218.730158730159,706780.0,26,0,Active
1755,7,48.333333333333336,290.0,4,0,Active
1756,112,21076.324324324323,2339472.0,51,2,Inactive
1757,104,18295.33009708738,1884419.0,60,2,Inactive
1758,180,10725.664804469274,1919894.0,54,2,Inactive
1759,6,82.8,414.0,4,0,Active
1760,149,12836.527027027027,1899806.0,57,2,Inactive
1761,35,28068.882352941175,954342.0,13,0,Active
1762,41,27327.0,1093080.0,29,1,Average
1763,134,9746.684210526315,1296309.0,51,2,Inactive
1764,8,296.57142857142856,2076.0,4,0,Active
1765,104,20686.242718446603,2130683.0,50,2,Inactive
1766,14,150947.15384615384,1962313.0,7,1,Average
1767,89,14840.261363636364,1305943.0,44,2,Inactive
1768,45,4289.431818181818,188735.0,17,0,Active
1769,121,10883.683333333332,1306042.0,25,2,Inactive
1770,26,35179.6,879490.0,10,1,Average
1771,14,1028.1538461538462,13366.0,8,0,Active
1772,230,10242.200873362446,2345464.0,74,2,Inactive
1773,14,14075.615384615385,182983.0,8,0,Active
1774,34,57857.36363636364,1909293.0,19,1,Average
1775,60,36908.8813559322,2177624.0,25,1,Average
1776,16,23689.8,355347.0,9,0,Active
1777,29,15031.535714285714,420883.0,14,0,Active
1778,64,26370.634920634922,1661350.0,31,1,Average
1779,35,63951.029411764706,2174335.0,27,1,Average
1780,197,11961.474489795919,2344449.0,58,2,Inactive
1781,183,10529.708791208792,1916407.0,69,2,Inactive
1782,341,6143.502941176471,2088791.0,72,2,Inactive
1783,197,12085.857142857143,2368828.0,74,2,Inactive
1784,51,29155.52,1457776.0,19,1,Average
1785,74,23929.50684931507,1746854.0,32,1,Average
1786,12,118690.63636363637,1305597.0,3,1,Average
1787,20,64785.68421052631,1230928.0,11,1,Average
1788,41,32620.8,1304832.0,24,1,Average
1789,107,21732.77358490566,2303674.0,45,2,Inactive
1790,36,19107.114285714284,668749.0,18,0,Active
1791,21,35871.35,717427.0,10,0,Active
1792,218,10741.230414746544,2330847.0,79,2,Inactive
1793,6,462.2,2311.0,3,0,Active
1794,8,303.42857142857144,2124.0,6,0,Active
1795,48,38970.31914893617,1831605.0,19,1,Average
1796,26,21132.48,528312.0,11,0,Active
1797,19,428.3333333333333,7710.0,13,0,Active
1798,9,98.0,784.0,5,0,Active
1799,157,11181.397435897436,1744298.0,54,2,Inactive
1800,5,189457.75,757831.0,5,1,Average
1801,28,279.2962962962963,7541.0,15,0,Active
1802,127,16462.15873015873,2074232.0,52,2,Inactive
1803,257,7792.546875,1994892.0,75,2,Inactive
1804,36,43676.514285714286,1528678.0,15,1,Average
1805,43,55844.57142857143,2345472.0,15,1,Average
1806,117,17170.068965517243,1991728.0,47,2,Inactive
1807,84,21982.963855421687,1824586.0,49,2,Inactive
1808,41,44866.0,1794640.0,25,1,Average
1809,116,20363.165217391303,2341764.0,62,2,Inactive
1810,27,10189.23076923077,264920.0,12,0,Active
1811,18,328.1764705882353,5579.0,11,0,Active
1812,13,5289.166666666667,63470.0,8,0,Active
1813,46,13875.777777777777,624410.0,16,0,Active
1814,5,17.5,70.0,4,0,Active
1815,43,35289.333333333336,1482152.0,21,1,Average
1816,36,8934.857142857143,312720.0,15,0,Active
1817,21,63336.05,1266721.0,5,1,Average
1818,43,45512.04761904762,1911506.0,21,1,Average
1819,29,2552.3571428571427,71466.0,10,0,Active
1820,11,102.1,1021.0,6,0,Active
1821,38,34238.45945945946,1266823.0,20,1,Average
1822,19,62999.833333333336,1133997.0,8,1,Average
1823,11,411.1,4111.0,7,0,Active
1824,38,58534.05405405405,2165760.0,15,1,Average
1825,26,172.16,4304.0,15,0,Active
1826,32,21698.709677419356,672660.0,19,0,Active
1827,69,17964.264705882353,1221570.0,26,1,Average
1828,32,47105.32258064516,1460265.0,12,1,Average
1829,182,12939.193370165745,2341994.0,62,2,Inactive
1830,14,66043.84615384616,858570.0,7,1,Average
1831,72,23147.11267605634,1643445.0,25,1,Average
1832,17,33312.25,532996.0,10,0,Active
1833,107,21090.04716981132,2235545.0,31,2,Inactive
1834,86,18418.15294117647,1565543.0,46,2,Inactive
1835,76,30199.04,2264928.0,31,1,Average
1836,167,11493.548192771084,1907929.0,62,2,Inactive
1837,16,131.86666666666667,1978.0,8,0,Active
1838,63,16754.645161290322,1038788.0,28,1,Average
1839,84,21924.795180722893,1819758.0,59,2,Inactive
1840,172,10142.561403508771,1734378.0,74,2,Inactive
1841,54,32999.698113207545,1748984.0,16,1,Average
1842,11,1270.7,12707.0,8,0,Active
1843,32,16957.83870967742,525693.0,15,0,Active
1844,127,17060.785714285714,2149659.0,50,2,Inactive
1845,9,723.75,5790.0,6,0,Active
1846,101,14427.7,1442770.0,48,2,Inactive
1847,21,37.9,758.0,12,0,Active
1848,279,8415.543165467627,2339521.0,69,2,Inactive
1849,252,9175.310756972112,2303003.0,39,2,Inactive
1850,178,10687.920903954802,1891762.0,76,2,Inactive
1851,24,656.9130434782609,15109.0,12,0,Active
1852,34,44957.666666666664,1483603.0,18,1,Average
1853,220,10443.776255707762,2287187.0,60,2,Inactive
1854,46,36391.51111111111,1637618.0,22,1,Average
1855,11,5.3,53.0,5,0,Active
1856,134,14012.398496240601,1863649.0,49,2,Inactive
1857,19,264.27777777777777,4757.0,14,0,Active
1858,20,68.57894736842105,1303.0,9,0,Active
1859,121,11532.808333333332,1383937.0,38,2,Inactive
1860,13,384.75,4617.0,10,0,Active
1861,58,8889.38596491228,506695.0,18,0,Active
1862,5,115.5,462.0,4,0,Active
1863,10,101587.77777777778,914290.0,6,1,Average
1864,113,13532.401785714286,1515629.0,35,2,Inactive
1865,9,30.875,247.0,5,0,Active
1866,17,85565.0,1369040.0,5,1,Average
1867,155,10381.441558441558,1598742.0,28,2,Inactive
1868,10,628.5555555555555,5657.0,9,0,Active
1869,108,19199.420560747665,2054338.0,46,2,Inactive
1870,128,18449.11811023622,2343038.0,44,2,Inactive
1871,76,18136.02666666667,1360202.0,34,2,Inactive
1872,37,1770.888888888889,63752.0,14,0,Active
1873,36,19477.685714285715,681719.0,15,0,Active
1874,19,12969.111111111111,233444.0,9,0,Active
1875,9,188.125,1505.0,4,0,Active
1876,133,17775.295454545456,2346339.0,53,2,Inactive
1877,162,13995.782608695652,2253321.0,51,2,Inactive
1878,138,13238.70802919708,1813703.0,35,2,Inactive
1879,45,33534.454545454544,1475516.0,17,1,Average
1880,108,17011.906542056076,1820274.0,63,2,Inactive
1881,6,24.2,121.0,4,0,Active
1882,139,16932.32608695652,2336661.0,61,2,Inactive
1883,8,121696.42857142857,851875.0,6,1,Average
1884,6,162.8,814.0,4,0,Active
1885,84,22951.67469879518,1904989.0,28,1,Average
1886,8,537.1428571428571,3760.0,5,0,Active
1887,205,10186.612745098038,2078069.0,71,2,Inactive
1888,111,15462.518181818183,1700877.0,32,2,Inactive
1889,191,12196.17894736842,2317274.0,48,2,Inactive
1890,110,18707.816513761467,2039152.0,35,2,Inactive
1891,12,326.09090909090907,3587.0,8,0,Active
1892,23,89366.0,1966052.0,7,1,Average
1893,73,32595.208333333332,2346855.0,32,1,Average
1894,25,50363.375,1208721.0,10,1,Average
1895,40,11158.820512820514,435194.0,16,0,Active
1896,5,65480.5,261922.0,4,1,Average
1897,17,690.0625,11041.0,14,0,Active
1898,108,11990.710280373833,1283006.0,25,2,Inactive
1899,19,62303.5,1121463.0,9,1,Average
1900,51,13995.5,699775.0,30,0,Active
1901,32,16987.870967741936,526624.0,22,0,Active
1902,20,9751.578947368422,185280.0,8,0,Active
1903,53,28324.346153846152,1472866.0,19,1,Average
1904,76,31179.92,2338494.0,39,2,Inactive
1905,26,21679.6,541990.0,19,0,Active
1906,5,329.25,1317.0,5,0,Active
1907,40,46598.717948717946,1817350.0,18,1,Average
1908,88,23809.96551724138,2071467.0,29,2,Inactive
1909,8,31.285714285714285,219.0,6,0,Active
1910,13,9379.833333333334,112558.0,8,0,Active
1911,85,27835.583333333332,2338189.0,37,2,Inactive
1912,268,8690.797752808989,2320443.0,61,2,Inactive
1913,59,38862.01724137931,2253997.0,49,2,Inactive
1914,307,7614.803921568628,2330130.0,59,2,Inactive
1915,79,21060.03846153846,1642683.0,38,2,Inactive
1916,156,14366.677419354839,2226835.0,62,2,Inactive
1917,99,18416.255102040817,1804793.0,25,2,Inactive
1918,10,111948.77777777778,1007539.0,3,1,Average
1919,6,312400.8,1562004.0,6,1,Average
1920,101,13696.03,1369603.0,53,2,Inactive
1921,11,30.8,308.0,6,0,Active
1922,7,385006.0,2310036.0,6,1,Average
1923,50,40667.34693877551,1992700.0,34,1,Average
1924,5,120183.25,480733.0,3,1,Average
1925,70,27148.710144927536,1873261.0,25,1,Average
1926,74,29048.64383561644,2120551.0,40,2,Inactive
1927,51,43288.16,2164408.0,15,1,Average
1928,6,232.6,1163.0,6,0,Active
1929,8,10413.0,72891.0,5,0,Active
1930,23,468.3181818181818,10303.0,13,0,Active
1931,16,38527.73333333333,577916.0,15,0,Active
1932,26,66036.36,1650909.0,12,1,Average
1933,5,7.5,30.0,3,0,Active
1934,20,9593.052631578947,182268.0,11,0,Active
1935,50,46063.183673469386,2257096.0,26,1,Average
1936,15,268.14285714285717,3754.0,6,0,Active
1937,134,10485.15037593985,1394525.0,49,2,Inactive
1938,62,19497.16393442623,1189327.0,28,1,Average
1939,28,50973.03703703704,1376272.0,12,1,Average
1940,78,26596.33766233766,2047918.0,40,2,Inactive
1941,144,15575.44055944056,2227288.0,53,2,Inactive
1942,7,302164.8333333333,1812989.0,2,1,Average
1943,43,42567.166666666664,1787821.0,20,1,Average
1944,9,94.375,755.0,7,0,Active
1945,102,22874.52475247525,2310327.0,41,2,Inactive
1946,10,136.22222222222223,1226.0,5,0,Active
1947,99,23839.755102040817,2336296.0,47,2,Inactive
1948,60,36668.372881355936,2163434.0,23,1,Average
1949,9,10.5,84.0,7,0,Active
1950,99,14960.163265306122,1466096.0,46,2,Inactive
1951,77,23904.184210526317,1816718.0,59,2,Inactive
1952,70,17380.608695652172,1199262.0,25,1,Average
1953,29,88.92857142857143,2490.0,14,0,Active
1954,78,27855.922077922078,2144906.0,47,2,Inactive
1955,139,12417.355072463768,1713595.0,63,2,Inactive
1956,15,129387.64285714286,1811427.0,8,1,Average
1957,12,1118.7272727272727,12306.0,6,0,Active
1958,32,50432.93548387097,1563421.0,18,1,Average
1959,48,12492.063829787234,587127.0,26,0,Active
1960,8,645.7142857142857,4520.0,6,0,Active
1961,86,26338.258823529413,2238752.0,35,2,Inactive
1962,29,29794.571428571428,834248.0,11,0,Active
1963,21,64789.7,1295794.0,16,1,Average
1964,5,368.25,1473.0,3,0,Active
1965,9,21914.125,175313.0,4,0,Active
1966,48,8669.297872340425,407457.0,14,0,Active
1967,14,53292.46153846154,692802.0,8,1,Average
1968,194,11189.906735751296,2159652.0,46,2,Inactive
1969,33,26395.96875,844671.0,21,0,Active
1970,48,14128.893617021276,664058.0,12,0,Active
1971,131,17806.438461538462,2314837.0,49,2,Inactive
1972,17,72.9375,1167.0,10,0,Active
1973,9,89.625,717.0,4,0,Active
1974,82,26683.876543209877,2161394.0,35,2,Inactive
1975,9,31239.0,249912.0,7,0,Active
1976,83,27230.463414634145,2232898.0,39,2,Inactive
1977,29,58638.0,1641864.0,21,1,Average
1978,28,28065.88888888889,757779.0,18,0,Active
1979,90,21187.865168539327,1885720.0,36,2,Inactive
1980,30,2805.0689655172414,81347.0,16,0,Active
1981,13,19486.916666666668,233843.0,9,0,Active
1982,7,199.5,1197.0,4,0,Active
1983,64,10445.603174603175,658073.0,29,0,Active
1984,22,26382.14285714286,554025.0,8,0,Active
1985,6,17465.0,87325.0,4,0,Active
1986,5,8.0,32.0,2,0,Active
1987,32,18571.8064516129,575726.0,17,0,Active
1988,35,25630.882352941175,871450.0,16,0,Active
1989,190,9663.846560846561,1826467.0,53,2,Inactive
1990,200,11594.497487437186,2307305.0,76,2,Inactive
1991,12,22808.454545454544,250893.0,5,0,Active
1992,78,19106.506493506495,1471201.0,34,2,Inactive
1993,45,52512.204545454544,2310537.0,25,1,Average
1994,34,26271.878787878788,866972.0,15,0,Active
1995,6,25.4,127.0,2,0,Active
1996,6,35606.2,178031.0,4,0,Active
1997,61,34616.88333333333,2077013.0,28,1,Average
1998,7,130.16666666666666,781.0,6,0,Active
1999,50,38567.551020408166,1889810.0,31,1,Average
2000,79,21831.98717948718,1702895.0,26,1,Average
2001,106,19731.704761904763,2071829.0,43,2,Inactive
2002,9,11925.5,95404.0,5,0,Active
2003,10,71.88888888888889,647.0,7,0,Active
2004,16,148956.93333333332,2234354.0,7,1,Average
2005,107,21975.80188679245,2329435.0,48,2,Inactive
2006,13,3782.9166666666665,45395.0,7,0,Active
2007,59,12605.120689655172,731097.0,14,0,Active
2008,106,20087.685714285715,2109207.0,43,2,Inactive
2009,5,39.5,158.0,3,0,Active
2010,30,14981.758620689656,434471.0,15,0,Active
2011,41,53956.175,2158247.0,17,1,Average
2012,16,79515.06666666667,1192726.0,11,1,Average
2013,34,28958.0,955614.0,19,1,Average
2014,185,12718.5,2340204.0,46,2,Inactive
2015,123,15452.073770491803,1885153.0,60,2,Inactive
2016,21,33082.3,661646.0,11,0,Active
2017,17,13411.625,214586.0,8,0,Active
2018,5,11.0,44.0,4,0,Active
2019,98,19629.298969072166,1904042.0,48,2,Inactive
2020,44,35955.93023255814,1546105.0,22,1,Average
2021,107,19265.33962264151,2042126.0,44,2,Inactive
2022,38,42167.51351351351,1560198.0,30,1,Average
2023,31,57452.933333333334,1723588.0,12,1,Average
2024,57,41622.875,2330881.0,35,1,Average
2025,14,66464.0,864032.0,9,1,Average
2026,66,35939.38461538462,2336060.0,31,1,Average
2027,8,12334.142857142857,86339.0,6,0,Active
2028,8,25.285714285714285,177.0,3,0,Active
2029,27,26341.346153846152,684875.0,23,0,Active
2030,16,37881.46666666667,568222.0,11,0,Active
2031,122,15030.743801652892,1818720.0,69,2,Inactive
2032,46,17332.4,779958.0,15,0,Active
2033,224,8367.825112107623,1866025.0,75,2,Inactive
2034,18,119223.88235294117,2026806.0,11,1,Average
2035,46,30553.933333333334,1374927.0,28,1,Average
2036,9,7248.5,57988.0,7,0,Active
2037,134,16077.984962406015,2138372.0,63,2,Inactive
2038,57,39615.67857142857,2218478.0,19,1,Average
2039,36,39466.885714285716,1381341.0,13,1,Average
2040,86,22371.352941176472,1901565.0,43,2,Inactive
2041,154,15026.470588235294,2299050.0,69,2,Inactive
2042,29,57842.17857142857,1619581.0,16,1,Average
2043,119,15428.661016949152,1820582.0,53,2,Inactive
2044,38,54706.45945945946,2024139.0,21,1,Average
2045,18,14202.588235294117,241444.0,8,0,Active
2046,92,18911.967032967033,1720989.0,19,1,Average
2047,39,37592.65789473684,1428521.0,21,1,Average
2048,73,25155.472222222223,1811194.0,43,2,Inactive
2049,91,25987.544444444444,2338879.0,42,2,Inactive
2050,200,10721.391959798995,2133557.0,75,2,Inactive
2051,119,19059.161016949154,2248981.0,62,2,Inactive
2052,15,168.42857142857142,2358.0,4,0,Active
2053,138,13124.116788321167,1798004.0,72,2,Inactive
2054,150,15654.167785234898,2332471.0,46,2,Inactive
2055,10,300.44444444444446,2704.0,5,0,Active
2056,24,19041.304347826088,437950.0,12,0,Active
2057,24,17.47826086956522,402.0,10,0,Active
2058,397,5877.893939393939,2327646.0,76,2,Inactive
2059,19,62470.72222222222,1124473.0,14,1,Average
2060,126,18623.392,2327924.0,58,2,Inactive
2061,58,33071.38596491228,1885069.0,26,1,Average
2062,21,16227.75,324555.0,15,0,Active
2063,110,21290.816513761467,2320699.0,46,2,Inactive
2064,10,162.55555555555554,1463.0,6,0,Active
2065,59,10289.603448275862,596797.0,22,0,Active
2066,271,8632.577777777778,2330796.0,51,2,Inactive
2067,5,1838.5,7354.0,5,0,Active
2068,9,15398.5,123188.0,6,0,Active
2069,124,14804.349593495936,1820935.0,69,2,Inactive
2070,5,15.75,63.0,3,0,Active
2071,39,52066.34210526316,1978521.0,16,1,Average
2072,41,23605.725,944229.0,21,0,Active
2073,7,10.0,60.0,5,0,Active
2074,31,39044.4,1171332.0,18,1,Average
2075,6,14.4,72.0,5,0,Active
2076,24,32217.521739130436,741003.0,16,0,Active
2077,10,189.66666666666666,1707.0,7,0,Active
2078,180,12993.782122905028,2325887.0,64,2,Inactive
2079,87,23986.511627906977,2062840.0,36,2,Inactive
2080,6,367.8,1839.0,5,0,Active
2081,35,30329.617647058825,1031207.0,13,1,Average
2082,21,190.55,3811.0,10,0,Active
2083,42,2148.609756097561,88093.0,16,0,Active
2084,238,9838.696202531646,2331771.0,65,2,Inactive
2085,8,181973.2857142857,1273813.0,8,1,Average
2086,35,15272.470588235294,519264.0,18,0,Active
2087,84,14540.096385542169,1206828.0,32,2,Inactive
2088,177,13294.431818181818,2339820.0,69,2,Inactive
2089,14,237.46153846153845,3087.0,12,0,Active
2090,103,20904.87254901961,2132297.0,33,2,Inactive
2091,7,159.66666666666666,958.0,5,0,Active
2092,7,30.166666666666668,181.0,3,0,Active
2093,109,20695.75,2235141.0,44,2,Inactive
2094,173,7501.447674418605,1290249.0,49,2,Inactive
2095,98,21808.639175257733,2115438.0,50,2,Inactive
2096,172,11031.730994152047,1886426.0,68,2,Inactive
2097,6,214.0,1070.0,4,0,Active
2098,50,40492.4081632653,1984128.0,23,1,Average
2099,36,14681.142857142857,513840.0,12,0,Active
2100,151,15553.34,2333001.0,74,2,Inactive
2101,34,45843.42424242424,1512833.0,19,1,Average
2102,46,43529.22222222222,1958815.0,15,1,Average
2103,59,32808.379310344826,1902886.0,22,1,Average
2104,181,12975.577777777778,2335604.0,86,2,Inactive
2105,10,16.11111111111111,145.0,5,0,Active
2106,8,21733.428571428572,152134.0,4,0,Active
2107,102,19290.534653465347,1948344.0,42,2,Inactive
2108,70,33685.463768115944,2324297.0,46,2,Inactive
2109,32,57592.48387096774,1785367.0,17,1,Average
2110,47,24497.130434782608,1126868.0,31,1,Average
2111,22,32164.14285714286,675447.0,9,0,Active
2112,240,9411.464435146443,2249340.0,56,2,Inactive
2113,70,14416.130434782608,994713.0,30,0,Active
2114,20,645.1052631578947,12257.0,13,0,Active
2115,45,15452.136363636364,679894.0,26,0,Active
2116,7,245.16666666666666,1471.0,7,0,Active
2117,13,56680.833333333336,680170.0,8,1,Average
2118,122,18511.603305785124,2239904.0,51,2,Inactive
2119,123,11830.901639344262,1443370.0,31,2,Inactive
2120,13,7211.333333333333,86536.0,9,0,Active
2121,43,35864.833333333336,1506323.0,19,1,Average
2122,37,28598.277777777777,1029538.0,18,1,Average
2123,56,42421.03636363636,2333157.0,26,1,Average
2124,47,22462.58695652174,1033279.0,22,1,Average
2125,61,28702.933333333334,1722176.0,28,1,Average
2126,12,343.54545454545456,3779.0,7,0,Active
2127,142,16533.59574468085,2331237.0,48,2,Inactive
2128,52,24697.254901960783,1259560.0,23,1,Average
2129,9,96853.875,774831.0,6,1,Average
2130,199,11617.20707070707,2300207.0,69,2,Inactive
2131,19,23816.38888888889,428695.0,13,0,Active
2132,25,24957.291666666668,598975.0,9,0,Active
2133,64,18569.380952380954,1169871.0,14,1,Average
2134,47,50676.108695652176,2331101.0,13,1,Average
2135,5,188.25,753.0,3,0,Active
2136,291,7712.544827586207,2236638.0,74,2,Inactive
2137,103,20890.029411764706,2130783.0,50,2,Inactive
2138,64,31625.603174603173,1992413.0,44,2,Inactive
2139,104,21808.59223300971,2246285.0,55,2,Inactive
2140,19,26662.5,479925.0,6,0,Active
2141,6,65.2,326.0,5,0,Active
2142,8,125.71428571428571,880.0,7,0,Active
2143,12,513.2727272727273,5646.0,8,0,Active
2144,5,292.5,1170.0,5,0,Active
2145,7,4455.5,26733.0,4,0,Active
2146,93,15519.91304347826,1427832.0,44,2,Inactive
2147,84,24970.01204819277,2072511.0,50,2,Inactive
2148,194,11919.227979274612,2300411.0,82,2,Inactive
2149,11,4974.4,49744.0,6,0,Active
2150,17,282.5625,4521.0,14,0,Active
2151,53,39655.192307692305,2062070.0,28,1,Average
2152,17,75307.875,1204926.0,8,1,Average
2153,38,23027.216216216217,852007.0,18,0,Active
2154,173,13359.220930232557,2297786.0,60,2,Inactive
2155,102,19247.821782178216,1944030.0,36,2,Inactive
2156,230,10120.427947598253,2317578.0,90,2,Inactive
2157,31,4470.066666666667,134102.0,10,0,Active
2158,9,130242.0,1041936.0,5,1,Average
2159,33,23136.90625,740381.0,20,0,Active
2160,47,30439.543478260868,1400219.0,24,1,Average
2161,53,42402.21153846154,2204915.0,15,1,Average
2162,169,12094.452380952382,2031868.0,70,2,Inactive
2163,29,63084.21428571428,1766358.0,10,1,Average
2164,55,13561.851851851852,732340.0,19,0,Active
2165,108,19387.41121495327,2074453.0,21,2,Inactive
2166,164,10702.944785276073,1744580.0,69,2,Inactive
2167,138,15835.248175182482,2169429.0,47,2,Inactive
2168,116,19283.22608695652,2217571.0,67,2,Inactive
2169,136,14134.6,1908171.0,46,2,Inactive
2170,18,27947.764705882353,475112.0,8,0,Active
2171,38,14014.837837837838,518549.0,13,0,Active
2172,65,29660.578125,1898277.0,36,1,Average
2173,55,15302.888888888889,826356.0,19,0,Active
2174,72,31576.985915492958,2241966.0,31,1,Average
2175,148,12655.326530612245,1860333.0,29,2,Inactive
2176,52,24534.745098039217,1251272.0,23,1,Average
2177,37,64631.833333333336,2326746.0,14,1,Average
2178,93,23088.347826086956,2124128.0,38,2,Inactive
2179,93,23175.010869565216,2132101.0,64,2,Inactive
2180,95,24175.72340425532,2272518.0,53,2,Inactive
2181,5,6649.25,26597.0,5,0,Active
2182,52,31335.039215686276,1598087.0,16,1,Average
2183,61,23027.716666666667,1381663.0,32,1,Average
2184,104,22291.417475728154,2296016.0,52,2,Inactive
2185,112,15978.288288288288,1773590.0,70,2,Inactive
2186,28,6383.814814814815,172363.0,15,0,Active
2187,73,8682.486111111111,625139.0,27,0,Active
2188,22,108361.42857142857,2275590.0,11,1,Average
2189,44,28682.93023255814,1233366.0,13,1,Average
2190,101,22852.6,2285260.0,41,2,Inactive
2191,87,7569.837209302325,651006.0,18,0,Active
2192,69,18381.308823529413,1249929.0,31,1,Average
2193,111,20813.381818181817,2289472.0,64,2,Inactive
2194,28,23503.222222222223,634587.0,18,0,Active
2195,79,21713.589743589742,1693660.0,29,1,Average
2196,13,24673.25,296079.0,6,0,Active
2197,7,114.0,684.0,7,0,Active
2198,7,15.166666666666666,91.0,6,0,Active
2199,68,23417.149253731342,1568949.0,23,1,Average
2200,7,492.5,2955.0,6,0,Active
2201,17,219.625,3514.0,7,0,Active
2202,15,217.07142857142858,3039.0,6,0,Active
2203,21,75512.55,1510251.0,16,1,Average
2204,5,21761.75,87047.0,5,0,Active
2205,105,19474.221153846152,2025319.0,29,2,Inactive
2206,24,83378.60869565218,1917708.0,17,1,Average
2207,77,30131.96052631579,2290029.0,36,2,Inactive
2208,232,8048.701298701299,1859250.0,75,2,Inactive
2209,60,20825.389830508473,1228698.0,27,1,Average
2210,40,11720.25641025641,457090.0,20,0,Active
2211,56,27347.381818181817,1504106.0,24,1,Average
2212,33,21505.5,688176.0,12,0,Active
2213,81,22182.45,1774596.0,19,1,Average
2214,32,42209.645161290326,1308499.0,22,1,Average
2215,181,9829.233333333334,1769262.0,74,2,Inactive
2216,195,9413.680412371134,1826254.0,52,2,Inactive
2217,187,9316.430107526881,1732856.0,31,2,Inactive
2218,50,31834.04081632653,1559868.0,25,1,Average
2219,84,26122.10843373494,2168135.0,61,2,Inactive
2220,7,771.5,4629.0,6,0,Active
2221,100,23086.76767676768,2285590.0,36,2,Inactive
2222,104,11721.708737864077,1207336.0,45,2,Inactive
2223,13,50725.0,608700.0,7,1,Average
2224,154,11929.758169934641,1825253.0,64,2,Inactive
2225,25,17904.25,429702.0,15,0,Active
2226,14,85770.07692307692,1115011.0,9,1,Average
2227,87,24558.418604651164,2112024.0,42,2,Inactive
2228,40,51896.41025641026,2023960.0,24,1,Average
2229,109,19404.90740740741,2095730.0,47,2,Inactive
2230,8,2793.0,19551.0,5,0,Active
2231,132,14534.099236641221,1903967.0,58,2,Inactive
2232,9,1748.5,13988.0,6,0,Active
2233,153,14879.782894736842,2261727.0,64,2,Inactive
2234,69,16000.558823529413,1088038.0,27,1,Average
2235,82,16574.555555555555,1342539.0,25,1,Average
2236,71,21653.057142857142,1515714.0,41,2,Inactive
2237,192,10482.403141361257,2002139.0,70,2,Inactive
2238,25,68250.95833333333,1638023.0,10,1,Average
2239,152,15048.384105960266,2272306.0,53,2,Inactive
2240,28,23933.59259259259,646207.0,21,0,Active
2241,83,17296.768292682926,1418335.0,47,2,Inactive
2242,20,38579.36842105263,733008.0,9,0,Active
2243,323,7122.242236024845,2293362.0,94,2,Inactive
2244,5,19.75,79.0,3,0,Active
2245,49,25610.833333333332,1229320.0,31,1,Average
2246,15,49859.57142857143,698034.0,10,1,Average
2247,229,9850.035087719298,2245808.0,60,2,Inactive
